audiobook_chapter_title,audiobook_chapter_uri,audiobook_title,audiobook_uri,conn_country,episode_name,episode_show_name,incognito_mode,ip_addr,master_metadata_album_album_name,master_metadata_album_artist_name,master_metadata_track_name,ms_played,offline,offline_timestamp,platform,reason_end,reason_start,shuffle,skipped,spotify_episode_uri,spotify_track_uri,ts
,,,,AR,,,False,181.170.195.197,Theme for Ernie,Bévort 3,Theme for Ernie,316960,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:5tLfkmsmlvkS022cEqCNLu,2022-01-03T21:07:54Z
,,,,AR,,,False,181.170.195.197,Speak No Evil,Wayne Shorter,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,414240,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0IffIW3eyCx9aZ36IqOu5o,2022-01-03T21:14:49Z
,,,,AR,,,False,181.170.195.197,"RoundAgain (feat. Brad Mehldau, Christian McBride, Brian Blade)",Joshua Redman,"Right Back Round Again (feat. Brad Mehldau, Christian McBride & Brian Blade)",360680,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:3ONFcrwlLYLUZBPh0WSD6q,2022-01-03T21:20:50Z
,,,,AR,,,False,181.170.195.197,Somethin' Else,Cannonball Adderley,Dancing In The Dark,247200,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:5DDx7lVobjWfLyvRDtW7BX,2022-01-03T21:24:58Z
,,,,AR,,,False,181.170.195.197,Oscar Peterson For Lovers (Deluxe Edition),Oscar Peterson Trio,My One And Only Love,308066,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:7Gf896pRsrMkQpQTkqMI09,2022-01-03T21:30:06Z
,,,,AR,,,False,181.170.195.197,New York Jazz,Sonny Stitt,Body And Soul,268493,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:4wrbjjPqeCNn0fSckNIKlv,2022-01-03T21:34:35Z
,,,,AR,,,False,181.170.195.197,Jeru,Gerry Mulligan,Get Out of Town,209145,False,nan,Windows 10 (10.0.19044; x64),logout,trackdone,True,False,,spotify:track:46LFQQGf0KavPAaepNN8sB,2022-01-04T14:22:13Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,Playground Love,211500,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,True,False,,spotify:track:052z2UsE2wPrHsBJ9tly0g,2022-01-04T14:26:10Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,Clouds Up,90500,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:5htfTGt3OFyVdktEJKiJg2,2022-01-04T14:27:40Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,Bathroom Girl,145000,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:75da4TDuprIIxMhjUbbl63,2022-01-04T14:30:05Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,Cemetary Party,155500,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:65bi0pq577npdVoHCqF7dc,2022-01-04T14:32:41Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,Dark Messages,148796,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:4sZL5qbJ6VU0y8vcjShkIS,2022-01-04T14:35:10Z
,,,,AR,,,False,181.170.195.197,The Virgin Suicides (Original Motion Picture Score),Air,The Word Hurricane,116283,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,False,False,,spotify:track:7guWevC6eZXA0w442BvOzZ,2022-01-04T14:37:07Z
,,,,AR,,,False,181.170.195.197,Portishead,Portishead,Cowboys,7170,False,nan,Windows 10 (10.0.19044; x64),endplay,clickrow,False,False,,spotify:track:1DB8s1L4z25jcRw88815ko,2022-01-04T14:37:15Z
,,,,AR,,,True,181.170.195.197,THE NIGHTDAY,ZHU,Cocaine Model,255094,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:6J5Oxg5XtxRdVAbExaWFYB,2022-01-04T14:41:29Z
,,,,AR,,,True,181.170.195.197,THE NIGHTDAY,ZHU,Stay Closer,74845,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,False,False,,spotify:track:2Sqr0ojm4txA7mqJOrDcLY,2022-01-04T14:42:46Z
,,,,AR,,,True,181.170.195.197,Sounds of Future Ocean,Planet or Plastic?,Deep Ocean Whales and Dolphins,8460,False,nan,Windows 10 (10.0.19044; x64),endplay,clickrow,False,False,,spotify:track:4cUioVWxd0yhUdD0aJjz2d,2022-01-04T14:42:55Z
,,,,AR,,,True,181.170.195.197,Behold,Future World Music,Dreamscapes and Wishes,15260,False,nan,Windows 10 (10.0.19044; x64),endplay,clickrow,False,False,,spotify:track:1GG264AAMNwN8SaGpBmD2S,2022-01-04T14:43:11Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,Main Titles,222373,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:6baN5nSUIVTsUyugSuAj7U,2022-01-04T14:46:53Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,Blush Response,346693,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0cSnUM2fNEx4pAkNfWpdkU,2022-01-04T14:52:40Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,Wait for Me,327533,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2lwbjZkzcDkMSf0a4o0Ax1,2022-01-04T14:58:07Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,Rachel's Song,288000,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:5JtTSaH8W6UVqViPgpcqTq,2022-01-04T15:02:55Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,Love Theme,295693,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2oDR7QWoLBk9VYMwsFbRGq,2022-01-04T15:07:51Z
,,,,AR,,,True,181.170.195.197,Blade Runner (Music From The Original Soundtrack),Vangelis,"One More Kiss, Dear",20286,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,False,False,,spotify:track:7CKz0xDkXuPdW3xEQ4NUS9,2022-01-04T19:08:15Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,The Suburbs,315200,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:4esS3584y3Mjvbqg0FE6Uj,2022-01-04T19:13:29Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Ready To Start,255893,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:6ZbXBHZwcYbd4IjDsq1J5G,2022-01-04T19:17:45Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Modern Man,279760,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1WJjzkqIXzTQtqXTlPG5Qo,2022-01-04T19:22:25Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Rococo,236773,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0EuhALckmlG8flUY0rJgvQ,2022-01-04T19:26:22Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Empty Room,171533,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:6NATfSz9l5RIJsLBM5RT4s,2022-01-04T19:29:13Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,City With No Children,191600,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2HZNTvScx8J7sQ0FJbf88e,2022-01-04T19:32:24Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Half Light I,253666,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:5GFXbxcm8YXDss6WMyG5na,2022-01-04T19:36:38Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Half Light II (No Celebration),267133,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:37kGJlm7qqUvSiyL1TVEYa,2022-01-04T19:41:05Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Suburban War,281106,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:5tMp9lA1eiPfKBgvi1Y4NA,2022-01-04T19:45:46Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Month Of May,230720,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:6bEXFfI65mqlMbNZXAb6BR,2022-01-04T19:49:37Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Wasted Hours,200720,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0ScktcTjxKcEpEfxFxgQvD,2022-01-04T19:52:58Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Deep Blue,268133,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0rmFO1PrCTl95RdM9Fje4g,2022-01-04T19:57:26Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,We Used To Wait,301400,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2X0YkyuRHiz2XOJA33QobF,2022-01-04T20:02:27Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Sprawl I (Flatland),174226,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0iz9hQebHWmR7orFTWhaQm,2022-01-04T20:05:22Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,Sprawl II (Mountains Beyond Mountains),318346,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:4j8wxVNmiKP7bZuWEckFxr,2022-01-04T20:10:40Z
,,,,AR,,,True,181.170.195.197,The Suburbs,Arcade Fire,The Suburbs (Continued),87626,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:03ab0p4BOF7FNb7n8yNAlf,2022-01-04T20:12:07Z
,,,,AR,,,True,181.170.195.197,Drones,Muse,Dead Inside,262947,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:2daZovie6pc2ZK7StayD1K,2022-01-04T20:20:23Z
,,,,AR,,,True,181.170.195.197,Drones,Muse,(Drill Sergeant),21148,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2E5tWJSusHxpaksg1yfsIu,2022-01-04T20:20:44Z
,,,,AR,,,True,181.170.195.197,Drones,Muse,Psycho,316717,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:383QXk8nb2YrARMUwDdjQS,2022-01-04T20:26:01Z
,,,,AR,,,True,181.170.195.197,Drones,Muse,Mercy,231973,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2qkmPUG7ARsRwhVICQVwQS,2022-01-04T20:29:53Z
,,,,AR,,,False,181.170.195.197,Drones,Muse,Reapers,152503,False,nan,Windows 10 (10.0.19044; x64),endplay,trackdone,False,False,,spotify:track:1244xKUG27TnmQhUJlo3gU,2022-01-05T13:03:45Z
,,,,AR,,,False,181.170.195.197,Another Step,Kim Wilde,You Keep Me Hangin On,255220,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:1wEeNtO7z41aUqC80shxqK,2022-01-05T13:08:00Z
,,,,AR,,,False,181.170.195.197,Singles: EBX4,Erasure,Love to Hate You - 2009 Remastered Version,236640,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1l5cHCPvmMkbIWBhIktRzE,2022-01-05T13:11:57Z
,,,,AR,,,False,181.170.195.197,Toto,TOTO,Hold the Line,235546,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:4aVuWgvD0X63hcOCnZtNFA,2022-01-05T13:15:53Z
,,,,AR,,,False,181.170.195.197,The Innocents (21st Anniversary Edition),Erasure,A Little Respect - 2009 - Remaster,213986,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1QRvbZIBvpQmoCyGNyaIwq,2022-01-05T13:19:27Z
,,,,AR,,,False,181.170.195.197,Toto IV,TOTO,Africa,295893,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:2374M0fQpWi3dLnB54qaLX,2022-01-05T13:24:24Z
,,,,AR,,,False,181.170.195.197,Classics,Foreigner,Urgent - Re-Recorded 2011,270546,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1HVPWRg27TLT6HKr1KREn0,2022-01-05T13:28:55Z
,,,,AR,,,False,181.170.195.197,Farewell: Live in Concert at Sydney Opera House,Simply Red,Stars - Live at Sydney Opera House,245944,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:6geJhBG56BPyH1tG9FvFoO,2022-01-05T13:33:01Z
,,,,AR,,,False,181.170.195.197,Rock Anthems,It's A Cover Up,I Love Rock N' Roll,172380,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1TOP1J3oGqQHpkJZuUnCjN,2022-01-05T13:35:54Z
,,,,AR,,,False,181.170.195.197,Flashdance,Michael Sembello,Maniac,244706,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,2022-01-05T13:39:59Z
,,,,AR,,,False,181.170.195.197,Radio Wien - Feelings,The Cars,Drive,234173,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1o0aBKr7ipB2unFsQcArfm,2022-01-05T13:43:54Z
,,,,AR,,,False,181.170.195.197,Heartbeat City,The Cars,Hello Again - 2017 Remaster,226414,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1I3cmZZmhxGvL2QViQC17h,2022-01-05T13:47:41Z
,,,,AR,,,False,181.170.195.197,Running In The Family,Level 42,Lessons In Love,246013,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:3EGI5qmVmGlfgy9BmNb1R8,2022-01-05T13:51:47Z
,,,,AR,,,False,181.170.195.197,Boston,Boston,More Than a Feeling,285133,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,False,False,,spotify:track:1QEEqeFIZktqIpPI4jSVSF,2022-01-05T13:56:33Z
,,,,AR,,,False,181.170.195.197,Extreme II - Pornograffitti,Extreme,More Than Words,164810,False,nan,Windows 10 (10.0.19044; x64),logout,trackdone,False,False,,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,2022-01-05T14:03:34Z
,,,,AR,,,False,181.170.195.197,Music for the Masses (Deluxe),Depeche Mode,Never Let Me Down Again,287840,False,nan,Windows 10 (10.0.19044; x64),trackdone,clickrow,False,False,,spotify:track:0T57cTUpYpvSvZ3GowBuTP,2022-01-05T18:30:31Z
,,,,AR,,,False,181.170.195.197,Songs of Faith and Devotion Live,Depeche Mode,I Feel You - Live 1993,431760,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:3N9Hh4bYNl3neA61kZqypX,2022-01-05T18:37:43Z
,,,,AR,,,False,181.170.195.197,Exciter (Deluxe),Depeche Mode,I Feel Loved,260720,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:2ZXp4sf9j6MSXqUnkANb8l,2022-01-05T18:42:04Z
,,,,AR,,,False,181.170.195.197,Playing the Angel (Deluxe),Depeche Mode,Precious,250160,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:1cBxAm8a0fENn2ix3Dfm3u,2022-01-05T18:46:15Z
,,,,AR,,,False,181.170.195.197,Violator (Deluxe),Depeche Mode,World In My Eyes,157380,False,nan,Windows 10 (10.0.19044; x64),fwdbtn,trackdone,True,False,,spotify:track:0TBn49AjkNufCRJ2O5VJ6s,2022-01-05T18:48:54Z
,,,,AR,,,False,181.170.195.197,Playing the Angel (Deluxe),Depeche Mode,John the Revelator,15510,False,nan,Windows 10 (10.0.19044; x64),logout,fwdbtn,True,False,,spotify:track:5SZFOK8XMVoY7mvSfTpegS,2022-01-05T18:49:16Z
,,,,AR,,,False,181.170.195.197,Playing the Angel (Deluxe),Depeche Mode,John the Revelator,206673,False,nan,Windows 10 (10.0.19044; x64),trackdone,appload,True,False,,spotify:track:5SZFOK8XMVoY7mvSfTpegS,2022-01-05T18:52:46Z
,,,,AR,,,False,181.170.195.197,Violator (Deluxe),Depeche Mode,Policy of Truth,293986,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0Mb20VmqR2lvtgbEermW2v,2022-01-05T18:57:40Z
,,,,AR,,,False,181.170.195.197,Exciter (Deluxe),Depeche Mode,Dream On,260106,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:3fIsVx19pqTGejb7cwlLQB,2022-01-05T19:02:01Z
,,,,AR,,,False,181.170.195.197,Speak and Spell (Deluxe),Depeche Mode,New Life,224173,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:5yAcJtUiOFTdvePkHb4hs8,2022-01-05T19:05:45Z
,,,,AR,,,False,181.170.195.197,Violator (Deluxe),Depeche Mode,Enjoy the Silence,372866,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:1JekRMGQ8iN4G1AAdh0SBa,2022-01-05T19:11:59Z
,,,,AR,,,False,181.170.195.197,Songs of Faith and Devotion (Deluxe),Depeche Mode,I Feel You,275413,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:2M0SsKN720GGXcCqhB96LX,2022-01-05T19:16:35Z
,,,,AR,,,False,181.170.195.197,Speak and Spell (Deluxe),Depeche Mode,Just Can't Get Enough,220893,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,2022-01-05T19:20:16Z
,,,,AR,,,False,181.170.195.197,Some Great Reward (Deluxe),Depeche Mode,Master and Servant - Live in Basel,333933,False,nan,Windows 10 (10.0.19044; x64),trackdone,trackdone,True,False,,spotify:track:51xLyK1agKEEq88PFXVbL9,2022-01-05T19:25:50Z
,,,,AR,,,False,186.189.239.225,"Live from Chevrolet Amphitheatre, Pittsburgh, PA. June 9th, 2005",Pixies,"Where Is My Mind? - Live from Chevrolet Amphitheatre, Pittsburgh, PA. June 9th, 2005",67523,False,nan,Linux [x86-64 0],logout,trackdone,False,False,,spotify:track:5YKO8UKqlaW8geIekyQLyG,2022-01-06T17:40:38Z
,,,,AR,,,False,186.189.239.225,Surfer Rosa,Pixies,Where Is My Mind? - 2007 Remaster,234973,False,nan,Linux [x86-64 0],trackdone,clickrow,False,False,,spotify:track:7wCmS9TTVUcIhRalDYFgPy,2022-01-06T19:02:24Z
,,,,AR,,,False,186.189.239.225,Doolittle,Pixies,Here Comes Your Man,201186,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:4IvZLDtwBHmBmwgDIUbuwa,2022-01-06T19:05:46Z
,,,,AR,,,False,186.189.239.225,Doolittle,Pixies,Debaser,171746,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:5cy5IStIn7OSHDEIgXeDyq,2022-01-06T19:08:38Z
,,,,AR,,,False,186.189.239.225,Doolittle,Pixies,La La Love You,163640,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:6x0cOqPP07gTXusQfK9COQ,2022-01-06T19:11:22Z
,,,,AR,,,False,186.189.239.225,Doolittle,Pixies,Crackity Jones,84226,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:4OOnKruLT7SQf9ny770YKe,2022-01-06T19:37:08Z
,,,,AR,,,False,186.189.239.225,Surfer Rosa,Pixies,Bone Machine - 2007 Remaster,183346,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:7ERZgMLgpVhrp2D6JYy02t,2022-01-06T19:40:11Z
,,,,AR,,,False,186.189.239.225,Doolittle,Pixies,Wave Of Mutilation,123906,False,nan,Linux [x86-64 0],trackdone,trackdone,True,False,,spotify:track:51Z2IzJvLCnZaIpBV0IYRr,2022-01-06T19:42:16Z
,,,,AR,,,False,186.189.238.249,Ella Vendrá - Single,Vanthra,Ella Vendrá,113921,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",unexpected-exit-while-paused,trackdone,True,False,,spotify:track:12dQyNKBsxTvryn2Dv8xBg,2022-01-07T11:04:06Z
,,,,AR,,,True,186.189.238.249,Dreamland,Glass Animals,Heat Waves,238805,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,clickrow,True,False,,spotify:track:02MWAaffLxlfxAUY7c5dvx,2022-01-07T11:08:27Z
,,,,AR,,,True,186.189.238.249,Don't Start Now,Dua Lipa,Don't Start Now,183290,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,2022-01-07T11:11:30Z
,,,,AR,,,True,186.189.238.249,Dancing in My Room,347aidan,Dancing in My Room,180138,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6Pgmqg15yVexuOgtzuxwoX,2022-01-07T11:14:31Z
,,,,AR,,,True,186.189.238.249,El Dorado,24kGoldn,Mood (feat. iann dior),140533,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,2022-01-07T11:16:52Z
,,,,AR,,,True,186.189.238.249,Youngblood - Deluxe,5 Seconds of Summer,Youngblood,203417,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2iUXsYOEPhVqEBwsqP70rE,2022-01-07T11:20:16Z
,,,,AR,,,True,186.189.238.249,Loud,Rihanna,S&M,243600,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:7ySUcLPVX7KudhnmNcgY2D,2022-01-07T11:24:20Z
,,,,AR,,,True,186.189.238.249,Myths Of The Near Future,Klaxons,Golden Skans,165120,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6BqWhxll86CGGE6WxgdRqG,2022-01-07T11:27:06Z
,,,,AR,,,True,186.189.238.249,American Beauty/American Psycho,Fall Out Boy,Centuries,228360,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:04aAxqtGp5pv12UXAg4pkq,2022-01-07T11:30:55Z
,,,,AR,,,True,186.189.238.249,Future Nostalgia,Dua Lipa,Love Again,258004,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,2022-01-07T11:35:13Z
,,,,AR,,,True,186.189.238.249,1999,Charli xcx,1999,189000,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:05mAIVLkIWc2d1UBYZBCp8,2022-01-07T11:38:23Z
,,,,AR,,,True,186.189.238.249,"Song Machine, Season One: Strange Timez",Gorillaz,The Valley of The Pagans (feat. Beck),181028,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:3oP3Tfn86FRmxAGsV0TqCp,2022-01-07T11:41:24Z
,,,,AR,,,True,186.189.238.249,Born To Die - The Paradise Edition,Lana Del Rey,Summertime Sadness,265427,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:3BJe4B8zGnqEdQPMvfVjuS,2022-01-07T11:45:50Z
,,,,AR,,,True,186.189.238.249,Torches,Foster The People,Pumped Up Kicks,239600,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,2022-01-07T11:49:50Z
,,,,AR,,,True,186.189.238.249,Heaven & Hell,Ava Max,Torn,198005,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6SpVp6ttad3XJOsjKBZwaq,2022-01-07T11:53:09Z
,,,,AR,,,True,186.189.238.249,Fine Line,Harry Styles,Golden,208906,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,2022-01-07T11:56:38Z
,,,,AR,,,True,186.189.238.249,21,Adele,Rolling in the Deep,228093,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:1c8gk2PeTE04A1pIDH9YMk,2022-01-07T12:00:27Z
,,,,AR,,,True,186.189.238.249,Imagination,Foster The People,Imagination,256266,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2flxduIqEbsicdmPyj1WVW,2022-01-07T12:04:44Z
,,,,AR,,,True,186.189.238.249,Illumination,Miami Horror,Sometimes,253728,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:6C8xyofCEYnUxNoxqysWj0,2022-01-07T12:08:58Z
,,,,AR,,,True,186.189.238.249,Megalithic Symphony,AWOLNATION,Sail,259093,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,2022-01-07T12:13:17Z
,,,,AR,,,True,186.189.238.249,Bad Blood,Bastille,Things We Lost In The Fire,240746,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:3pm1X3oQBKQ4vcp3i9PWRg,2022-01-07T12:17:19Z
,,,,AR,,,True,186.189.238.249,Future Nostalgia,Dua Lipa,Physical,193829,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,2022-01-07T12:20:33Z
,,,,AR,,,True,186.189.238.249,#3 Deluxe Version,The Script,Hall of Fame,201093,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:0FB5ILDICqwK6xj7W1RP9u,2022-01-07T12:23:55Z
,,,,AR,,,True,186.189.238.249,Naked,Jonas Blue,Naked,210921,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:2gGLpMzoo80A7jGEIr4ou8,2022-01-07T12:27:26Z
,,,,AR,,,True,186.189.238.249,Dancing In The Moonlight (feat. NEIMY),Jubël,Dancing In The Moonlight (feat. NEIMY),164009,False,nan,"Android OS 11 API 30 (motorola, motorola one fusion)",trackdone,trackdone,True,False,,spotify:track:4GSDkZt7GcmzBWmsMcpaVO,2022-01-07T12:30:11Z
